timestamp,FVNT_V(V),OBVTC(K),ETC21(K),OFMTC(K),FPUMP_I(A),FTPT(psi),ETC4(K),ETC1(K),OVNT_I(A),PUF_I(A),ETC10(K),Thrust(lbf),FBANG_V(V),FRUNPT(psi),ETC2(K),LN2FILL_I(A),FVNT_I(A),FMV_I(A),OPV_V(V),Sense(V),CHPT2(psi),ETC7(K),OTTC3(K),OFILL_I(A),OPV_I(A),ETC14(K),FIPT(psi),PUISO2_I(A),ETC20(K),OMV_I(A),ODP(psi),OTTC2(K),Deluge_V(V),Ignitor_I(A),ETC12(K),OBV_I(A),PUISO2_V(V),FSISO2_V(V),ETC18(K),PUO_V(V),ORUNPT(psi),FMV_V(V),OBV_V(V),FPV_I(A),FBANG_I(A),OTPT(psi),OIPT(psi),FPV_V(V),PRPTO(psi),OTBTC(K),OVNT_V(V),Deluge_I(A),OFILL_V(V),ETC8(K),CHPT1(psi),FPUMP_V(V),LN2FILL_V(V),ETC6(K),FSISO2_I(A),PNPT(psi),Ignitor_V(V),OBANG_I(A),OITC(K),PRISO2_I(A),PUO_I(A),PRPT2(psi),PRISO2_V(V),PUPT2(psi),OMV_V(V),ETC13(K),OBANG_V(V),ETC16(K),PUF_V(V),OLVL(psi),FPUMP,FVNT,OBANG,OPV,OMV,FMV,OFILL,Deluge,FSISO2,Ignitor,FPV,PUF,PRISO2,PUISO2,PUO,LN2FILL,OVNT,OBV,FBANG
1757804528,23.792,293.137,287.441,98.698,-0.002,376.421,287.49,288.235,0.101,0.094,289.584,-20.663,0.213,-0.829,288.354,0.001,0.102,0.002,23.765,4.405,-1.353,73.779,79.004,0.002,0.096,285.931,-6.312,0.002,287.924,0.002,-36.824,249.885,27.623,-0.002,287.924,0.096,1.657,23.793,286.647,23.741,2.604,1.692,23.743,0.097,0.006,219.375,-4.691,23.769,233.608,294.046,23.786,-0.002,1.648,288.312,-3.69,27.953,1.678,286.883,0.097,121.978,27.953,0.005,287.924,0.001,0.092,1513.152,1.661,212.127,1.689,287.804,0.228,285.096,23.727,-37.822,disconnected,closed,closed,open,closed,closed,closed,disconnected,closed,fault,open,closed,closed,closed,closed,closed,closed,closed,closed
1757804528,23.791,293.049,287.501,98.572,-0.002,376.349,287.521,288.204,0.101,0.094,289.465,-23.842,0.213,-0.805,288.264,0.001,0.101,0.002,23.765,4.405,-1.21,73.699,79.287,0.002,0.096,286.017,-6.336,0.001,288.224,0.002,-36.241,271.209,27.623,-0.002,288.224,0.096,1.659,23.791,286.553,23.744,2.295,1.692,23.733,0.097,0.006,219.303,-4.763,23.769,233.608,294.046,23.783,-0.002,1.648,288.071,-3.666,27.953,1.678,287.058,0.097,121.906,27.953,0.005,288.224,0.001,0.091,1512.556,1.657,211.888,1.689,287.867,0.228,284.883,23.726,-37.815,disconnected,closed,closed,open,closed,closed,closed,disconnected,closed,fault,open,closed,closed,closed,closed,closed,closed,closed,closed
1757804528,23.79,293.074,287.47,98.577,-0.002,376.206,287.487,288.233,0.101,0.094,289.375,-22.252,0.213,-0.805,288.173,0.001,0.101,0.002,23.76,4.405,-1.329,73.618,79.004,0.002,0.096,286.048,-6.193,0.002,288.403,0.002,-36.359,252.575,27.01,-0.002,287.867,0.096,1.66,23.786,286.465,23.74,3.057,1.692,23.733,0.096,0.006,219.303,-4.691,23.765,233.68,294.046,23.787,-0.002,1.647,288.04,-3.571,27.712,1.678,286.849,0.097,121.787,27.712,0.006,288.403,0.002,0.092,1509.576,1.659,211.745,1.69,287.688,0.228,285.094,23.73,-37.822,disconnected,closed,closed,open,closed,closed,closed,disconnected,closed,fault,open,closed,closed,closed,closed,closed,closed,closed,closed
1757804528,23.786,293.077,287.561,98.514,-0.002,376.159,287.668,288.145,0.101,0.094,289.346,-22.252,0.213,-0.805,288.145,0.001,0.101,0.002,23.76,4.405,-1.186,73.699,78.636,0.002,0.096,286.201,-6.384,0.001,287.804,0.002,-36.763,289.757,27.01,-0.002,287.804,0.096,1.658,23.787,286.618,23.746,1.77,1.689,23.734,0.096,0.006,219.184,-4.763,23.765,233.513,294.046,23.79,-0.002,1.647,288.009,-3.737,27.712,1.678,286.698,0.097,121.739,27.712,0.006,287.804,0.002,0.092,1511.722,1.657,211.65,1.69,287.804,0.228,285.128,23.73,-37.822,disconnected,closed,closed,open,closed,closed,closed,disconnected,closed,fault,open,closed,closed,closed,closed,closed,closed,closed,closed
1757804528,23.794,293.137,287.504,98.15,-0.002,376.206,287.549,288.204,0.101,0.094,289.468,-20.663,0.213,-0.805,288.085,0.001,0.101,0.002,23.76,4.405,-1.21,73.699,78.928,0.002,0.096,286.076,-6.336,0.002,288.193,0.002,-36.846,291.302,27.01,-0.002,287.955,0.096,1.658,23.79,286.613,23.742,2.39,1.69,23.732,0.096,0.006,219.279,-4.739,23.765,233.513,294.046,23.786,-0.002,1.647,288.19,-3.69,27.712,1.678,287.118,0.097,121.632,27.712,0.006,288.193,0.001,0.091,1508.861,1.66,211.745,1.689,287.955,0.228,285.003,23.73,-37.822,disconnected,closed,closed,open,closed,closed,closed,disconnected,closed,fault,open,closed,closed,closed,closed,closed,closed,closed,closed
1757804528,23.784,293.134,287.651,98.456,-0.002,376.063,287.487,288.176,0.101,0.093,289.378,-23.842,0.213,-0.829,288.235,0.001,0.101,0.002,23.76,4.405,-1.21,73.779,78.858,0.002,0.096,286.017,-6.265,0.001,288.224,0.002,-36.352,246.866,27.01,-0.002,288.105,0.096,1.657,23.791,286.315,23.744,3.034,1.692,23.739,0.096,0.006,219.184,-4.786,23.765,233.561,294.046,23.796,-0.002,1.647,288.281,-3.69,27.712,1.678,286.911,0.097,121.811,27.712,0.006,288.224,0.002,0.092,1512.675,1.661,211.555,1.689,287.926,0.228,285.003,23.728,-37.822,disconnected,closed,closed,open,closed,closed,closed,disconnected,closed,fault,open,closed,closed,closed,closed,closed,closed,closed,closed
1757804528,23.789,293.106,287.773,98.213,-0.002,375.944,287.458,288.142,0.101,0.094,289.44,-22.252,0.211,-0.781,288.142,0.001,0.101,0.002,23.765,4.405,-1.067,73.538,79.584,0.002,0.096,286.076,-6.289,0.002,288.315,0.002,-36.195,251.951,27.615,-0.002,287.958,0.096,1.66,23.79,286.315,23.743,3.153,1.689,23.734,0.096,0.006,219.16,-4.81,23.77,233.513,294.046,23.791,-0.002,1.646,288.19,-3.666,27.084,1.678,286.939,0.097,121.704,27.084,0.006,288.315,0.001,0.092,1510.41,1.658,211.555,1.69,288.017,0.227,284.943,23.729,-37.822,disconnected,closed,closed,open,closed,closed,closed,disconnected,closed,fault,open,closed,closed,closed,closed,closed,closed,closed,closed
1757804528,23.788,292.871,287.498,98.393,-0.002,375.92,287.64,288.233,0.101,0.095,289.344,-23.842,0.211,-0.829,288.113,0.001,0.101,0.001,23.765,4.405,-1.115,73.618,79.073,0.002,0.096,286.017,-6.265,0.001,287.776,0.002,-36.828,289.995,27.615,-0.002,288.074,0.096,1.658,23.79,286.553,23.738,3.463,1.689,23.729,0.096,0.006,219.232,-4.834,23.77,233.608,294.046,23.787,-0.002,1.646,288.252,-3.642,27.084,1.678,287.18,0.097,121.668,27.084,0.006,287.776,0.001,0.091,1511.841,1.659,211.435,1.694,287.836,0.227,285.003,23.73,-37.822,disconnected,closed,closed,open,closed,closed,closed,disconnected,closed,fault,open,closed,closed,closed,closed,closed,closed,closed,closed
1757804528,23.785,293.049,287.62,98.387,-0.002,375.968,287.521,288.383,0.101,0.094,289.406,-22.252,0.211,-0.853,288.145,0.001,0.101,0.002,23.765,4.405,-1.186,73.699,79.066,0.002,0.096,286.198,-6.336,0.001,288.074,0.002,-36.835,290.646,27.615,-0.002,287.836,0.096,1.661,23.787,286.616,23.744,2.819,1.689,23.736,0.096,0.006,219.112,-4.858,23.77,233.489,294.046,23.782,-0.002,1.646,288.159,-3.737,27.084,1.678,286.789,0.097,121.871,27.084,0.006,288.074,0.002,0.092,1512.556,1.66,211.316,1.691,287.717,0.227,285.125,23.728,-37.815,disconnected,closed,closed,open,closed,closed,closed,disconnected,closed,fault,open,closed,closed,closed,closed,closed,closed,closed,closed
1757804528,23.791,292.99,287.589,98.456,-0.002,375.849,287.64,288.147,0.101,0.094,289.434,-23.842,0.211,-0.71,288.386,0.001,0.101,0.002,23.765,4.405,-1.115,73.859,79.004,0.002,0.096,285.988,-6.312,0.001,288.315,0.002,-36.642,247.497,27.615,-0.002,288.255,0.096,1.659,23.795,286.346,23.74,3.415,1.693,23.728,0.096,0.006,219.112,-4.739,23.77,233.513,294.046,23.787,-0.002,1.646,288.221,-3.69,27.084,1.678,286.911,0.097,121.716,27.084,0.006,288.315,0.001,0.092,1512.437,1.657,211.435,1.689,287.958,0.227,285.153,23.724,-37.815,disconnected,closed,closed,open,closed,closed,closed,disconnected,closed,fault,open,closed,closed,closed,closed,closed,closed,closed,closed
1757804528,23.789,292.959,287.623,98.456,-0.002,375.849,287.668,288.329,0.101,0.094,289.528,-25.431,0.211,-0.9,288.329,0.001,0.102,0.002,23.765,4.405,-0.733,73.376,79.004,0.002,0.096,285.988,-6.217,0.001,288.102,0.002,-36.245,247.497,27.615,-0.002,287.924,0.096,1.657,23.791,286.346,23.74,2.724,1.69,23.73,0.096,0.006,219.16,-4.81,23.77,233.489,294.046,23.789,-0.002,1.646,288.159,-3.714,27.084,1.678,286.789,0.097,121.656,27.084,0.006,288.102,0.001,0.092,1511.841,1.659,211.197,1.691,287.864,0.227,285.153,23.73,-37.822,disconnected,closed,closed,open,closed,closed,closed,disconnected,closed,fault,open,closed,closed,closed,closed,closed,closed,closed,closed
1757804528,23.786,292.928,287.501,98.577,-0.002,375.777,287.458,288.116,0.101,0.094,289.584,-25.431,0.213,-0.757,288.176,0,0.101,0.002,23.765,4.405,-1.139,73.779,79.004,0.002,0.096,286.11,-6.336,0.001,288.224,0.002,-36.781,288.717,27.826,-0.002,288.046,0.096,1.659,23.791,286.528,23.744,3.558,1.689,23.732,0.096,0.006,219.065,-4.786,23.766,233.441,294.046,23.788,-0.002,1.647,288.338,-3.761,26.992,1.677,286.849,0.097,121.823,26.992,0.006,288.224,0.001,0.091,1512.675,1.657,211.221,1.689,287.867,0.227,285.096,23.728,-37.822,disconnected,closed,closed,open,closed,closed,closed,disconnected,closed,fault,open,closed,closed,closed,closed,closed,closed,closed,closed
1757804528,23.786,292.781,287.768,98.341,-0.002,375.706,287.43,288.264,0.101,0.094,289.315,-22.252,0.213,-0.805,288.264,0,0.101,0.002,23.765,4.405,-1.472,73.699,79.156,0.002,0.096,285.926,-6.289,0.002,287.836,0.002,-36.767,291.039,27.826,-0.002,288.014,0.096,1.657,23.788,286.403,23.746,2.724,1.692,23.737,0.096,0.006,219.089,-4.715,23.766,233.441,294.046,23.784,-0.002,1.647,288.221,-3.642,26.992,1.677,286.971,0.097,121.799,26.992,0.006,287.836,0.001,0.092,1511.364,1.658,211.125,1.689,287.955,0.227,284.912,23.728,-37.822,disconnected,closed,closed,open,closed,closed,closed,disconnected,closed,fault,open,closed,closed,closed,closed,closed,closed,closed,closed
1757804528,23.787,292.865,287.589,98.698,-0.002,375.682,287.456,288.295,0.101,0.094,289.434,-19.073,0.215,-0.733,288.295,0,0.102,0.002,23.766,4.405,-1.52,73.779,78.42,0.002,0.096,286.045,-6.289,0.001,288.105,0.002,-36.753,249.885,27.826,-0.002,287.807,0.096,1.658,23.79,286.403,23.74,2.7,1.692,23.73,0.097,0.006,219.136,-4.715,23.765,233.394,294.046,23.784,-0.002,1.647,288.071,-3.666,26.992,1.678,287.058,0.097,121.811,26.992,0.006,288.105,0.001,0.092,1510.53,1.659,211.102,1.689,287.748,0.227,285.091,23.728,-37.822,disconnected,closed,closed,open,closed,closed,closed,disconnected,closed,fault,open,closed,closed,closed,closed,closed,closed,closed,closed
1757804528,23.788,292.865,287.561,98.698,-0.002,375.658,287.456,288.207,0.101,0.094,289.287,-22.252,0.215,-0.9,288.207,0,0.102,0.002,23.766,4.405,-1.52,73.859,78.42,0.002,0.096,286.045,-6.289,0.001,288.136,0.002,-36.306,249.885,27.826,-0.002,288.136,0.096,1.657,23.788,286.403,23.742,2.938,1.693,23.728,0.097,0.006,219.041,-4.715,23.765,233.441,294.046,23.789,-0.002,1.647,288.071,-3.666,26.992,1.678,287.058,0.097,121.704,26.992,0.006,288.136,0.001,0.092,1511.841,1.662,210.982,1.69,288.017,0.227,285.091,23.728,-37.818,disconnected,closed,closed,open,closed,closed,closed,disconnected,closed,fault,open,closed,closed,closed,closed,closed,closed,closed,closed
1757804528,23.788,293.077,287.561,98.393,-0.002,375.658,287.609,288.207,0.101,0.094,289.287,-22.252,0.215,-0.9,288.207,0,0.102,0.002,23.766,4.405,-1.258,73.859,78.928,0.002,0.096,286.198,-6.384,0.001,288.136,0.002,-36.306,252.543,27.826,-0.002,288.136,0.096,1.657,23.788,286.377,23.742,2.938,1.693,23.728,0.097,0.006,219.041,-4.81,23.765,233.441,294.046,23.789,-0.002,1.647,288.131,-3.618,26.992,1.678,286.88,0.097,121.704,26.992,0.006,288.136,0.001,0.092,1511.841,1.662,210.982,1.69,288.017,0.227,285.125,23.728,-37.818,disconnected,closed,closed,open,closed,closed,closed,disconnected,closed,fault,open,closed,closed,closed,closed,closed,closed,closed,closed
1757804528,23.788,292.928,287.529,98.387,-0.003,375.42,287.518,288.176,0.101,0.094,289.315,-22.252,0.215,-0.781,288.176,0,0.102,0.002,23.766,4.405,-0.948,73.779,78.483,0.002,0.096,286.108,-6.336,0.002,287.688,0.002,-36.781,291.181,27.784,-0.003,288.046,0.096,1.659,23.793,286.584,23.739,2.104,1.691,23.732,0.097,0.006,218.946,-4.763,23.765,233.346,294.046,23.786,-0.002,1.647,288.068,-3.594,27.704,1.678,286.698,0.097,121.751,27.704,0.006,287.688,0.002,0.092,1511.483,1.658,210.792,1.689,287.926,0.227,285.153,23.726,-37.822,disconnected,closed,closed,open,closed,closed,closed,disconnected,closed,fault,open,closed,closed,closed,closed,closed,closed,closed,closed
1757804528,23.789,292.84,287.592,98.399,-0.003,375.443,287.609,288.267,0.101,0.093,289.437,-22.252,0.215,-0.805,288.386,0.001,0.102,0.002,23.766,4.405,-1.067,73.859,79.08,0.002,0.096,285.96,-6.193,0.002,288.167,0.002,-36.72,253.918,27.784,-0.003,288.108,0.096,1.657,23.787,286.556,23.744,2.914,1.693,23.731,0.096,0.006,219.065,-4.786,23.768,233.298,294.046,23.785,-0.002,1.647,288.224,-3.69,27.704,1.681,286.854,0.097,121.692,27.704,0.006,288.167,0.001,0.092,1510.887,1.658,210.792,1.69,287.929,0.227,285.006,23.729,-37.822,disconnected,closed,closed,open,closed,closed,closed,disconnected,closed,fault,open,closed,closed,closed,closed,closed,closed,closed,closed
1757804528,23.788,293.108,287.501,98.399,-0.003,375.396,287.64,288.295,0.101,0.093,289.287,-22.252,0.215,-0.805,288.057,0.001,0.101,0.002,23.766,4.405,-0.924,73.779,79.08,0.002,0.096,285.96,-6.241,0.002,288.312,0.002,-36.399,253.918,27.784,-0.003,288.014,0.096,1.662,23.788,286.556,23.735,2.7,1.691,23.729,0.096,0.006,218.993,-4.763,23.768,233.274,294.046,23.786,-0.002,1.647,288.065,-3.594,27.704,1.681,286.636,0.097,121.727,27.704,0.006,288.312,0.001,0.093,1511.126,1.657,210.672,1.691,287.895,0.227,285.006,23.727,-37.822,disconnected,closed,closed,open,closed,closed,closed,disconnected,closed,fault,open,closed,closed,closed,closed,closed,closed,closed,closed
1757804528,23.788,293.108,287.501,98.399,-0.003,375.396,287.64,288.295,0.101,0.093,289.287,-22.252,0.215,-0.805,288.057,0.001,0.101,0.002,23.766,4.405,-0.924,73.779,79.08,0.002,0.096,285.96,-6.241,0.002,288.312,0.002,-36.399,253.918,27.784,-0.003,288.014,0.096,1.662,23.788,286.556,23.735,2.7,1.691,23.729,0.096,0.006,218.993,-4.763,23.768,233.274,294.046,23.786,-0.002,1.647,288.065,-3.594,27.704,1.681,286.636,0.097,121.727,27.704,0.006,288.312,0.001,0.093,1511.126,1.657,210.672,1.691,287.895,0.227,285.006,23.727,-37.822,disconnected,closed,closed,open,closed,closed,closed,disconnected,closed,fault,open,closed,closed,closed,closed,closed,closed,closed,closed
1757804528,23.785,293.021,287.47,98.271,-0.002,375.277,287.731,287.997,0.101,0.094,289.494,-19.073,0.215,-0.781,288.235,0.001,0.102,0.002,23.766,4.405,-1.139,73.779,78.928,0.002,0.096,286.017,-6.384,0.002,287.802,0.002,-36.835,289.876,27.633,-0.002,287.921,0.096,1.657,23.788,286.553,23.744,2.724,1.694,23.732,0.096,0.006,218.922,-4.858,23.768,233.346,294.046,23.781,-0.002,1.647,288.187,-3.737,27.65,1.681,286.758,0.097,121.716,27.65,0.006,287.802,0.001,0.092,1512.437,1.659,210.458,1.689,287.861,0.227,285.003,23.723,-37.822,disconnected,closed,closed,open,closed,closed,closed,disconnected,closed,fault,open,closed,closed,closed,closed,closed,closed,closed,closed
1757804528,23.789,292.959,287.561,98.271,-0.002,375.3,287.49,288.116,0.101,0.094,289.465,-20.663,0.213,-0.781,288.414,0,0.102,0.002,23.76,4.405,-1.568,73.779,78.636,0.002,0.095,286.198,-6.336,0.001,287.955,0.002,-36.838,259.744,27.633,-0.002,287.836,0.096,1.66,23.786,286.556,23.739,3.201,1.694,23.733,0.097,0.006,218.922,-4.739,23.77,233.274,294.046,23.788,-0.002,1.647,288.128,-3.737,27.65,1.678,286.877,0.097,121.692,27.65,0.006,287.955,0.001,0.092,1511.483,1.661,210.434,1.693,288.074,0.229,285.065,23.724,-37.822,disconnected,closed,closed,open,closed,closed,closed,disconnected,closed,fault,open,closed,closed,closed,closed,closed,closed,closed,closed
1757804528,23.792,293.137,287.529,98.756,-0.003,375.229,287.549,288.235,0.101,0.094,289.494,-25.431,0.213,-0.757,288.354,0,0.102,0.002,23.76,4.405,-1.139,73.779,78.782,0.002,0.095,286.139,-6.193,0.001,288.043,0.002,-36.18,247.904,27.615,-0.003,287.924,0.096,1.657,23.786,286.616,23.736,2.39,1.69,23.734,0.097,0.006,218.969,-4.834,23.77,233.322,294.046,23.785,-0.002,1.647,288.312,-3.737,27.462,1.678,286.823,0.097,121.692,27.462,0.006,288.043,0.001,0.092,1510.649,1.661,210.339,1.691,287.804,0.229,285.364,23.723,-37.822,disconnected,closed,closed,open,closed,closed,closed,disconnected,closed,fault,open,closed,closed,closed,closed,closed,closed,closed,closed
1757804528,23.786,293.168,287.558,98.213,-0.003,375.253,287.699,288.235,0.101,0.094,289.344,-22.252,0.213,-0.71,288.235,0,0.101,0.002,23.76,4.405,-1.115,73.779,78.858,0.002,0.095,286.048,-6.336,0.002,288.131,0.002,-36.624,258.664,27.615,-0.003,287.952,0.096,1.658,23.786,286.525,23.739,2.295,1.69,23.728,0.097,0.006,218.946,-4.858,23.77,233.322,294.046,23.785,-0.002,1.647,288.128,-3.642,27.462,1.678,286.996,0.097,121.859,27.462,0.006,288.131,0.001,0.091,1511.483,1.661,210.219,1.693,287.833,0.229,285.094,23.731,-37.822,disconnected,closed,closed,open,closed,closed,closed,disconnected,closed,fault,open,closed,closed,closed,closed,closed,closed,closed,closed
1757804528,23.789,293.077,287.561,98.698,-0.003,375.086,287.549,288.207,0.101,0.094,289.346,-23.842,0.213,-0.853,288.267,0,0.101,0.002,23.76,4.405,-1.043,73.859,78.858,0.002,0.095,286.167,-6.193,0.001,287.929,0.002,-36.831,289.312,27.615,-0.003,287.87,0.096,1.657,23.79,286.465,23.74,2.39,1.69,23.729,0.097,0.006,218.874,-4.858,23.77,233.227,294.046,23.783,-0.002,1.647,287.918,-3.761,27.462,1.678,286.727,0.097,121.811,27.462,0.006,287.929,0.001,0.092,1511.602,1.66,210.219,1.688,287.929,0.229,285.034,23.725,-37.822,disconnected,closed,closed,open,closed,closed,closed,disconnected,closed,fault,open,closed,closed,closed,closed,closed,closed,closed,closed
1757804528,23.788,292.84,287.529,98.762,-0.003,375.038,287.549,288.207,0.101,0.094,289.315,-25.431,0.213,-0.805,288.326,0.001,0.102,0.002,23.764,4.405,-1.258,73.859,79.225,0.002,0.096,286.019,-6.336,0.002,288.224,0.002,-36.753,288.153,27.615,-0.003,288.105,0.096,1.657,23.791,286.616,23.739,2.843,1.691,23.729,0.096,0.006,218.826,-4.882,23.77,233.298,294.046,23.788,-0.002,1.645,288.102,-3.642,27.462,1.677,286.911,0.097,121.692,27.462,0.006,288.224,0.001,0.092,1512.675,1.66,210.219,1.688,287.986,0.225,285.065,23.728,-37.822,disconnected,closed,closed,open,closed,closed,closed,disconnected,closed,fault,open,closed,closed,closed,closed,closed,closed,closed,closed
1757804528,23.792,292.868,287.768,98.756,-0.002,375.038,287.518,288.264,0.101,0.094,289.375,-22.252,0.213,-0.876,288.204,0.001,0.101,0.002,23.764,4.405,-1.186,73.699,78.928,0.002,0.096,286.019,-6.384,0.001,288.224,0.002,-36.252,247.275,26.999,-0.002,287.926,0.096,1.657,23.793,286.556,23.744,2.604,1.691,23.731,0.096,0.006,218.922,-4.763,23.77,233.179,294.046,23.781,-0.002,1.645,288.306,-3.618,27.48,1.677,286.698,0.097,121.561,27.48,0.006,288.224,0.001,0.092,1511.483,1.66,209.981,1.691,287.867,0.225,285.125,23.73,-37.822,disconnected,closed,closed,open,closed,closed,closed,disconnected,closed,fault,open,closed,closed,closed,closed,closed,closed,closed,closed
1757804528,23.789,292.84,287.711,98.641,-0.002,374.943,287.728,288.113,0.101,0.093,289.615,-22.252,0.213,-0.805,288.292,0.001,0.102,0.002,23.764,4.405,-1.043,73.618,78.789,0.002,0.096,285.96,-6.217,0.002,288.372,0.002,-36.409,254.105,26.999,-0.002,287.895,0.096,1.656,23.786,286.377,23.74,2.962,1.689,23.732,0.096,0.006,218.922,-4.786,23.77,233.203,294.046,23.783,-0.002,1.645,288.131,-3.69,27.48,1.677,286.88,0.097,121.632,27.48,0.006,288.372,0.001,0.092,1511.364,1.657,210.052,1.69,287.836,0.225,285.185,23.726,-37.822,disconnected,closed,closed,open,closed,closed,closed,disconnected,closed,fault,open,closed,closed,closed,closed,closed,closed,closed,closed
1757804528,23.79,292.928,287.501,98.155,-0.002,374.847,287.637,288.116,0.101,0.094,289.584,-22.252,0.213,-0.781,288.176,0.001,0.101,0.002,23.764,4.405,-1.163,73.779,79.225,0.002,0.096,286.139,-6.336,0.002,287.626,0.002,-36.831,290.176,26.999,-0.002,287.983,0.096,1.658,23.791,286.556,23.736,2.128,1.69,23.73,0.096,0.006,218.826,-4.858,23.77,233.203,294.046,23.785,-0.002,1.645,288.068,-3.666,27.48,1.677,286.817,0.097,121.692,27.48,0.006,287.626,0.001,0.092,1510.53,1.66,209.957,1.69,287.804,0.225,285.185,23.733,-37.822,disconnected,closed,closed,open,closed,closed,closed,disconnected,closed,fault,open,closed,closed,closed,closed,closed,closed,closed,closed
1757804528,23.787,292.899,287.595,98.456,-0.002,374.776,287.49,288.386,0.101,0.094,289.559,-20.663,0.214,-0.805,288.326,0.001,0.101,0.002,23.764,4.405,-1.019,73.859,79.004,0.002,0.096,285.988,-6.336,0.001,288.046,0.002,-36.856,288.658,26.999,-0.002,287.986,0.096,1.659,23.786,286.644,23.737,2.628,1.693,23.731,0.096,0.006,218.731,-4.81,23.762,233.084,294.046,23.784,-0.002,1.646,288.159,-3.666,27.48,1.68,286.908,0.097,121.68,27.48,0.006,288.046,0.001,0.091,1510.053,1.659,209.79,1.689,287.926,0.228,284.974,23.733,-37.822,disconnected,closed,closed,open,closed,closed,closed,disconnected,closed,fault,open,closed,closed,closed,closed,closed,closed,closed,closed
1757804528,23.79,292.721,287.441,98.698,-0.002,374.8,287.549,288.292,0.101,0.094,289.346,-22.252,0.214,-0.853,288.054,0.001,0.101,0.002,23.764,4.405,-1.21,73.618,78.858,0.002,0.096,286.048,-6.289,0.001,288.046,0.002,-36.445,246.425,28.219,-0.002,288.165,0.097,1.658,23.796,286.584,23.738,2.438,1.691,23.731,0.096,0.006,218.85,-4.882,23.762,233.108,294.046,23.781,-0.002,1.646,288.071,-3.69,27.188,1.68,286.939,0.097,121.68,27.188,0.006,288.046,0.001,0.091,1511.483,1.661,209.814,1.691,287.688,0.228,284.974,23.723,-37.822,disconnected,closed,closed,open,closed,closed,closed,disconnected,closed,fault,open,closed,closed,closed,closed,closed,closed,closed,closed
1757804528,23.793,293.052,287.592,98.451,-0.002,374.704,287.762,288.207,0.101,0.094,289.556,-23.842,0.214,-0.757,288.207,0.001,0.102,0.002,23.764,4.405,-1.186,73.859,78.705,0.002,0.096,286.142,-6.336,0.002,288.312,0.002,-36.191,252.76,28.219,-0.002,287.955,0.096,1.66,23.789,286.499,23.742,3.463,1.689,23.733,0.096,0.006,218.802,-4.93,23.762,233.155,294.046,23.781,-0.002,1.646,288.187,-3.737,27.188,1.68,286.758,0.097,121.644,27.188,0.006,288.312,0.001,0.091,1509.933,1.66,209.623,1.691,287.895,0.228,284.949,23.729,-37.822,disconnected,closed,closed,open,closed,closed,closed,disconnected,closed,fault,open,closed,closed,closed,closed,closed,closed,closed,closed
1757804528,23.789,292.871,287.592,98.508,-0.002,374.704,287.461,288.235,0.101,0.094,289.556,-23.842,0.214,-0.757,288.176,0.001,0.101,0.002,23.764,4.405,-1.234,73.779,78.775,0.002,0.096,285.96,-6.312,0.002,288.312,0.002,-36.191,283.019,28.219,-0.002,287.955,0.096,1.658,23.793,286.616,23.742,3.463,1.689,23.733,0.096,0.006,218.85,-4.81,23.762,233.155,294.046,23.788,-0.002,1.646,288.159,-3.642,27.188,1.68,287.027,0.097,121.596,27.188,0.006,288.312,0.001,0.091,1511.006,1.659,209.623,1.691,287.895,0.228,285.125,23.729,-37.822,disconnected,closed,closed,open,closed,closed,closed,disconnected,closed,fault,open,closed,closed,closed,closed,closed,closed,closed,closed
1757804528,23.789,292.871,287.561,98.508,-0.002,374.704,287.461,288.235,0.101,0.094,289.465,-20.663,0.214,-0.733,288.176,0.001,0.101,0.002,23.764,4.405,-1.234,73.779,78.775,0.002,0.096,285.96,-6.312,0.002,288.133,0.002,-36.71,283.019,28.219,-0.002,288.014,0.096,1.658,23.793,286.616,23.739,2.843,1.691,23.735,0.096,0.006,218.85,-4.81,23.762,233.155,294.046,23.788,-0.002,1.646,288.159,-3.642,27.188,1.68,287.027,0.097,121.596,27.188,0.006,288.133,0.001,0.092,1511.006,1.659,209.671,1.689,287.776,0.228,285.125,23.73,-37.822,disconnected,closed,closed,open,closed,closed,closed,disconnected,closed,fault,open,closed,closed,closed,closed,closed,closed,closed,closed
1757804529,23.786,292.959,287.407,98.335,-0.002,374.585,287.728,288.235,0.101,0.094,289.312,-22.252,0.213,-0.733,288.057,0.001,0.102,0.002,23.764,4.405,-1.258,73.779,79.004,0.002,0.095,286.079,-6.241,0.001,288.252,0.002,-36.499,246.992,28.179,-0.002,288.014,0.096,1.657,23.791,286.377,23.739,2.604,1.69,23.734,0.096,0.006,218.755,-4.763,23.766,233.084,294.046,23.786,-0.002,1.646,288.131,-3.666,27.635,1.676,286.82,0.097,121.692,27.635,0.006,288.252,0.002,0.092,1511.722,1.658,209.528,1.69,287.717,0.227,285.006,23.723,-37.818,disconnected,closed,closed,open,closed,closed,closed,disconnected,closed,fault,open,closed,closed,closed,closed,closed,closed,closed,closed
